Indicador,Nombre,Descripción,Periodicidad,,
31866,2373,2373,Nueva semanal,,
31867,2374,2374,Nueva semanal,,
31868,2375,2375,Nueva semanal,,
31869,2376,2376,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31870,2377,2377,Nueva semanal,,
31871,2378,2378,Nueva semanal,,
31872,2379,2379,Nueva semanal,,
31873,2380,2380,Nueva semanal,,
31874,2381,2381,Nueva semanal,,
31875,2382,2382,Nueva semanal,,
31876,2383,2383,Nueva semanal,,
31877,2384,2384,Nueva semanal,,
31878,2385,2385,Nueva semanal,,
31879,2386,2386,Nueva semanal,,
31880,2387,2387,Nueva semanal,,
31881,2388,2388,Nueva semanal,,
31882,2389,2389,Nueva semanal,,
31883,2390,2390,Nueva semanal,,
31884,2391,2391,Nueva semanal,,
31885,2392,2392,Nueva semanal,,
31886,2393,2393,Nueva semanal,,
31887,2394,2394,Nueva semanal,,
31888,2395,2395,Nueva semanal,,
31889,2396,2396,Nueva semanal,,
31890,2397,2397,Nueva semanal,,
31891,2398,2398,Nueva semanal,,
31892,2399,2399,Nueva semanal,,
31893,2400,2400,Nueva semanal,,
31894,2401,2401,Nueva semanal,,
31895,2402,2402,Nueva semanal,,
31896,2403,2403,Nueva semanal,,
31897,2404,2404,Nueva semanal,,
31898,2405,2405,Nueva semanal,,
31899,2406,2406,Nueva semanal,,
31900,2407,2407,Nueva semanal,,
31901,2408,2408,Nueva semanal,,
31902,2409,2409,Nueva semanal,,
31903,2410,2410,Nueva semanal,,
31904,2411,2411,Nueva semanal,,
31905,2412,2412,Nueva semanal,,
31906,2413,2413,Nueva semanal,,
31907,2414,2414,Nueva semanal,,
31908,2415,2415,Nueva semanal,,
31909,2416,2416,Nueva semanal,,
31910,2417,2417,Nueva semanal,,
31911,2418,2418,Nueva semanal,,
31912,2419,2419,Nueva semanal,,
31913,2420,2420,Nueva semanal,,
31914,2421,2421,Nueva semanal,,
31915,2422,2422,Nueva semanal,,
31916,2423,2423,Nueva semanal,,
31917,2424,2424,Nueva semanal,,
31918,2425,2425,Nueva semanal,,
31919,2426,2426,Nueva semanal,,
31920,2427,2427,Nueva semanal,,
31921,2428,2428,Nueva semanal,,
31922,2429,2429,Nueva semanal,,
31923,2430,2430,Nueva semanal,,
31924,2431,2431,Nueva semanal,,
31925,2432,2432,Nueva semanal,,
31926,2433,2433,Nueva semanal,,
31927,2434,2434,Nueva semanal,,
31928,2435,2435,Nueva semanal,,
31929,2436,2436,Nueva semanal,,
31930,2437,2437,Nueva semanal,,
31931,2438,2438,Nueva semanal,,
31932,2439,2439,Nueva semanal,,
31933,2440,2440,Nueva semanal,,
31934,2441,2441,Nueva semanal,,
31935,2442,2442,Nueva semanal,,
31936,2443,2443,Nueva semanal,,
31937,2444,2444,Nueva semanal,,
31938,2445,2445,Nueva semanal,,
31939,2446,2446,Nueva semanal,,
31940,2447,2447,Nueva semanal,,
31941,2448,2448,Nueva semanal,,
31942,2449,2449,Nueva semanal,,
31943,2450,2450,Nueva semanal,,
31944,2451,2451,Nueva semanal,,
31945,2452,2452,Nueva semanal,,
31946,2453,2453,Nueva semanal,,
31947,2454,2454,Nueva semanal,,
31948,2455,2455,Nueva semanal,,
31949,2456,2456,Nueva semanal,,
31950,2457,2457,Nueva semanal,,
31951,2458,2458,Nueva semanal,,
31952,2459,2459,Nueva semanal,,
31953,2460,2460,Nueva semanal,,
31954,2461,2461,Nueva semanal,,
31955,2462,2462,Nueva semanal,,
31956,2463,2463,Nueva semanal,,
31957,2464,2464,Nueva semanal,,
31958,2465,2465,Nueva semanal,,
31959,2466,2466,Nueva semanal,,
31960,2467,2467,Nueva semanal,,
31961,2468,2468,Nueva semanal,,
31962,2469,2469,Nueva semanal,,
31963,2470,2470,Nueva semanal,,
31964,2471,2471,Nueva semanal,,
31965,2472,2472,Nueva semanal,,
31966,2473,2473,Nueva semanal,,
31967,2474,2474,Nueva semanal,,
31968,2475,2475,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
31969,2476,2476,Nueva semanal,,
31970,2477,2477,Nueva semanal,,
31971,2478,2478,Nueva semanal,,
31972,2479,2479,Nueva semanal,,
31973,2480,2480,Nueva semanal,,
31974,2481,2481,Nueva semanal,,
31975,2482,2482,Nueva semanal,,
31976,2483,2483,Nueva semanal,,
31977,2484,2484,Nueva semanal,,
31978,2485,2485,Nueva semanal,,
31979,2486,2486,Nueva semanal,,
31980,2487,2487,Nueva semanal,,
31981,2488,2488,Nueva semanal,,
31982,2489,2489,Nueva semanal,,
31983,2490,2490,Nueva semanal,,
31984,2491,2491,Nueva semanal,,
31985,2492,2492,Nueva semanal,,
31986,2493,2493,Nueva semanal,,
31987,2494,2494,Nueva semanal,,
31988,2495,2495,Nueva semanal,,
31989,2496,2496,Nueva semanal,,
31990,2497,2497,Nueva semanal,,
31991,2498,2498,Nueva semanal,,
31992,2499,2499,Nueva semanal,,
31993,2500,2500,Nueva semanal,,
31994,2501,2501,Nueva semanal,,
31995,2502,2502,Nueva semanal,,
31996,2503,2503,Nueva semanal,,
31997,2504,2504,Nueva semanal,,
31998,2505,2505,Nueva semanal,,
31999,2506,2506,Nueva semanal,,
32000,2507,2507,Nueva semanal,,
32001,2508,2508,Nueva semanal,,
32002,2509,2509,Nueva semanal,,
32003,2510,2510,Nueva semanal,,
32004,2511,2511,Nueva semanal,,
32005,2512,2512,Nueva semanal,,
32006,2513,2513,Nueva semanal,,
32007,2514,2514,Nueva semanal,,
32008,2515,2515,Nueva semanal,,
32009,2516,2516,Nueva semanal,,
32010,2517,2517,Nueva semanal,,
32011,2518,2518,Nueva semanal,,
32012,2519,2519,Nueva semanal,,
32013,2520,2520,Nueva semanal,,
32014,2521,2521,Nueva semanal,,
32015,2522,2522,Nueva semanal,,
32016,2523,2523,Nueva semanal,,
32017,2524,2524,Nueva semanal,,
32018,2525,2525,Nueva semanal,,
32019,2526,2526,Nueva semanal,,
32020,2527,2527,Nueva semanal,,
32021,2528,2528,Nueva semanal,,
32022,2529,2529,Nueva semanal,,
32023,2530,2530,Nueva semanal,,
32024,2531,2531,Nueva semanal,,
32025,2532,2532,Nueva semanal,,
32026,2533,2533,Nueva semanal,,
32027,2534,2534,Nueva semanal,,
32028,2535,2535,Nueva semanal,,
32029,2536,2536,Nueva semanal,,
32030,2537,2537,Nueva semanal,,
32031,2538,2538,Nueva semanal,,
32032,2539,2539,Nueva semanal,,
32033,2540,2540,Nueva semanal,,
32034,2541,2541,Nueva semanal,,
32035,2542,2542,Nueva semanal,,
32036,2543,2543,Nueva semanal,,
32037,2544,2544,Nueva semanal,,
32038,2545,2545,Nueva semanal,,
32039,2546,2546,Nueva semanal,,
32040,2547,2547,Nueva semanal,,
32041,2548,2548,Nueva semanal,,
32042,2549,2549,Nueva semanal,,
32043,2550,2550,Nueva semanal,,
32044,2551,2551,Nueva semanal,,
32045,2552,2552,Nueva semanal,,
32046,2553,2553,Nueva semanal,,
32047,2554,2554,Nueva semanal,,
32048,2555,2555,Nueva semanal,,
32049,2556,2556,Nueva semanal,,
32050,2557,2557,Nueva semanal,,
32051,2558,2558,Nueva semanal,,
32052,2559,2559,Nueva semanal,,
32053,2560,2560,Nueva semanal,,
32054,2561,2561,Nueva semanal,,
32055,2562,2562,Nueva semanal,,
32056,2563,2563,Nueva semanal,,
32057,2564,2564,Nueva semanal,,
32058,2565,2565,Nueva semanal,,
32059,2566,2566,Nueva semanal,,
32060,2567,2567,Nueva semanal,,
32061,2568,2568,Nueva semanal,,
32062,2569,2569,Nueva semanal,,
32063,2570,2570,Nueva semanal,,
32064,2571,2571,Nueva semanal,,
32065,2572,2572,Nueva semanal,,
32066,2573,2573,Nueva semanal,,
32067,2574,2574,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
32068,2575,2575,Nueva semanal,,
32069,2576,2576,Nueva semanal,,
32070,2577,2577,Nueva semanal,,
32071,2578,2578,Nueva semanal,,
32072,2579,2579,Nueva semanal,,
32073,2580,2580,Nueva semanal,,
32074,2581,2581,Nueva semanal,,
32075,2582,2582,Nueva semanal,,
32076,2583,2583,Nueva semanal,,
32077,2584,2584,Nueva semanal,,
32078,2585,2585,Nueva semanal,,
32079,2586,2586,Nueva semanal,,
32080,2587,2587,Nueva semanal,,
32081,2588,2588,Nueva semanal,,
32082,2589,2589,Nueva semanal,,
32083,2590,2590,Nueva semanal,,
32084,2591,2591,Nueva semanal,,
32085,2592,2592,Nueva semanal,,
32086,2593,2593,Nueva semanal,,
32087,2594,2594,Nueva semanal,,
32088,2595,2595,Nueva semanal,,
32089,2596,2596,Nueva semanal,,
32090,2597,2597,Nueva semanal,,
32091,2598,2598,Nueva semanal,,
32092,2599,2599,Nueva semanal,,
32093,2600,2600,Nueva semanal,,
32094,2601,2601,Nueva semanal,,
32095,2602,2602,Nueva semanal,,
32096,2603,2603,Nueva semanal,,
32097,2604,2604,Nueva semanal,,
32098,2605,2605,Nueva semanal,,
32099,2606,2606,Nueva semanal,,
32100,2607,2607,Nueva semanal,,
32101,2608,2608,Nueva semanal,,
32102,2609,2609,Nueva semanal,,
32103,2610,2610,Nueva semanal,,
32104,2611,2611,Nueva semanal,,
32105,2612,2612,Nueva semanal,,
32106,2613,2613,Nueva semanal,,
32107,2614,2614,Nueva semanal,,
32108,2615,2615,Nueva semanal,,
32109,2616,2616,Nueva semanal,,
32110,2617,2617,Nueva semanal,,
32111,2618,2618,Nueva semanal,,
32112,2619,2619,Nueva semanal,,
32113,2620,2620,Nueva semanal,,
32114,2621,2621,Nueva semanal,,
32115,2622,2622,Nueva semanal,,
32116,2623,2623,Nueva semanal,,
32117,2624,2624,Nueva semanal,,
32118,2625,2625,Nueva semanal,,
32119,2626,2626,Nueva semanal,,
32120,2627,2627,Nueva semanal,,
32121,2628,2628,Nueva semanal,,
32122,2629,2629,Nueva semanal,,
32123,2630,2630,Nueva semanal,,
32124,2631,2631,Nueva semanal,,
32125,2632,2632,Nueva semanal,,
32126,2633,2633,Nueva semanal,,
32127,2634,2634,Nueva semanal,,
32128,2635,2635,Nueva semanal,,
32129,2636,2636,Nueva semanal,,
32130,2637,2637,Nueva semanal,,
32131,2638,2638,Nueva semanal,,
32132,2639,2639,Nueva semanal,,
32133,2640,2640,Nueva semanal,,
32134,2641,2641,Nueva semanal,,
32135,2642,2642,Nueva semanal,,
32136,2643,2643,Nueva semanal,,
32137,2644,2644,Nueva semanal,,
32138,2645,2645,Nueva semanal,,
32139,2646,2646,Nueva semanal,,
32140,2647,2647,Nueva semanal,,
32141,2648,2648,Nueva semanal,,
32142,2649,2649,Nueva semanal,,
32143,2650,2650,Nueva semanal,,
32144,2651,2651,Nueva semanal,,
32145,2652,2652,Nueva semanal,,
32146,2653,2653,Nueva semanal,,
32147,2654,2654,Nueva semanal,,
32148,2655,2655,Nueva semanal,,
32149,2656,2656,Nueva semanal,,
32150,2657,2657,Nueva semanal,,
32151,2658,2658,Nueva semanal,,
32152,2659,2659,Nueva semanal,,
32153,2660,2660,Nueva semanal,,
32154,2661,2661,Nueva semanal,,
32155,2662,2662,Nueva semanal,,
32156,2663,2663,Nueva semanal,,
32157,2664,2664,Nueva semanal,,
32158,2665,2665,Nueva semanal,,
32159,2666,2666,Nueva semanal,,
32160,2667,2667,Nueva semanal,,
32161,2668,2668,Nueva semanal,,
32162,2669,2669,Nueva semanal,,
32163,2670,2670,Nueva semanal,,
32164,2671,2671,Nueva semanal,,
32165,2672,2672,Nueva semanal,,
32166,2673,2673,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
28937,2707,2707,Nueva semanal,,
28939,2708,2708,Nueva semanal,,
28941,2709,2709,Nueva semanal,,
28943,2710,2710,Nueva semanal,,
28945,2711,2711,Nueva semanal,,
28947,2712,2712,Nueva semanal,,
28949,2713,2713,Nueva semanal,,
28951,2714,2714,Nueva semanal,,
28954,2715,2715,Nueva semanal,,
28955,2716,2716,Nueva semanal,,
28956,2717,2717,Nueva semanal,,
28957,2718,2718,Nueva semanal,,
28958,2719,2719,Nueva semanal,,
28959,2720,2720,Nueva semanal,,
28960,2721,2721,Nueva semanal,,
28961,2722,2722,Nueva semanal,,
28962,2723,2723,Nueva semanal,,
28963,2724,2724,Nueva semanal,,
28964,2725,2725,Nueva semanal,,
28965,2726,2726,Nueva semanal,,
28966,2727,2727,Nueva semanal,,
28967,2728,2728,Nueva semanal,,
28968,2729,2729,Nueva semanal,,
28969,2730,2730,Nueva semanal,,
28970,2731,2731,Nueva semanal,,
28971,2732,2732,Nueva semanal,,
28972,2733,2733,Nueva semanal,,
28973,2734,2734,Nueva semanal,,
28974,2735,2735,Nueva semanal,,
28975,2736,2736,Nueva semanal,,
28976,2737,2737,Nueva semanal,,
28977,2738,2738,Nueva semanal,,
28978,2739,2739,Nueva semanal,,
28979,2740,2740,Nueva semanal,,
28980,2741,2741,Nueva semanal,,
28981,2742,2742,Nueva semanal,,
28982,2743,2743,Nueva semanal,,
28983,2744,2744,Nueva semanal,,
28984,2745,2745,Nueva semanal,,
28985,2746,2746,Nueva semanal,,
28986,2747,2747,Nueva semanal,,
28987,2748,2748,Nueva semanal,,
28988,2749,2749,Nueva semanal,,
28989,2750,2750,Nueva semanal,,
28990,2751,2751,Nueva semanal,,
28991,2752,2752,Nueva semanal,,
28992,2753,2753,Nueva semanal,,
28993,2754,2754,Nueva semanal,,
28994,2755,2755,Nueva semanal,,
28995,2756,2756,Nueva semanal,,
28996,2757,2757,Nueva semanal,,
28997,2758,2758,Nueva semanal,,
28998,2759,2759,Nueva semanal,,
28999,2760,2760,Nueva semanal,,
29000,2761,2761,Nueva semanal,,
29001,2762,2762,Nueva semanal,,
29002,2763,2763,Nueva semanal,,
29003,2764,2764,Nueva semanal,,
29004,2765,2765,Nueva semanal,,
29005,2766,2766,Nueva semanal,,
29006,2767,2767,Nueva semanal,,
29007,2768,2768,Nueva semanal,,
29008,2769,2769,Nueva semanal,,
29009,2770,2770,Nueva semanal,,
29010,2771,2771,Nueva semanal,,
29011,2772,2772,Nueva semanal,,
32167,2674,2674,Nueva semanal,,
32168,2675,2675,Nueva semanal,,
32169,2676,2676,Nueva semanal,,
32170,2677,2677,Nueva semanal,,
32171,2678,2678,Nueva semanal,,
32172,2679,2679,Nueva semanal,,
32173,2680,2680,Nueva semanal,,
32174,2681,2681,Nueva semanal,,
32175,2682,2682,Nueva semanal,,
32176,2683,2683,Nueva semanal,,
32177,2684,2684,Nueva semanal,,
32178,2685,2685,Nueva semanal,,
32179,2686,2686,Nueva semanal,,
32180,2687,2687,Nueva semanal,,
32181,2688,2688,Nueva semanal,,
32182,2689,2689,Nueva semanal,,
32183,2690,2690,Nueva semanal,,
32184,2691,2691,Nueva semanal,,
32185,2692,2692,Nueva semanal,,
32186,2693,2693,Nueva semanal,,
32187,2694,2694,Nueva semanal,,
32188,2695,2695,Nueva semanal,,
32189,2696,2696,Nueva semanal,,
32190,2697,2697,Nueva semanal,,
32191,2698,2698,Nueva semanal,,
32192,2699,2699,Nueva semanal,,
32193,2700,2700,Nueva semanal,,
32194,2701,2701,Nueva semanal,,
32195,2702,2702,Nueva semanal,,
32196,2703,2703,Nueva semanal,,
32197,2704,2704,Nueva semanal,,
32198,2705,2705,Nueva semanal,,
32199,2706,2706,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
29012,2773,2773,Nueva semanal,,
29013,2774,2774,Nueva semanal,,
29014,2775,2775,Nueva semanal,,
29015,2776,2776,Nueva semanal,,
29016,2777,2777,Nueva semanal,,
29017,2778,2778,Nueva semanal,,
29018,2779,2779,Nueva semanal,,
29019,2780,2780,Nueva semanal,,
29020,2781,2781,Nueva semanal,,
29021,2782,2782,Nueva semanal,,
29022,2783,2783,Nueva semanal,,
29023,2784,2784,Nueva semanal,,
29024,2785,2785,Nueva semanal,,
29025,2786,2786,Nueva semanal,,
29026,2787,2787,Nueva semanal,,
29027,2788,2788,Nueva semanal,,
29028,2789,2789,Nueva semanal,,
29029,2790,2790,Nueva semanal,,
29030,2791,2791,Nueva semanal,,
29031,2792,2792,Nueva semanal,,
29032,2793,2793,Nueva semanal,,
29033,2794,2794,Nueva semanal,,
29034,2795,2795,Nueva semanal,,
29035,2796,2796,Nueva semanal,,
29036,2797,2797,Nueva semanal,,
29037,2798,2798,Nueva semanal,,
29038,2799,2799,Nueva semanal,,
29039,2800,2800,Nueva semanal,,
29040,2801,2801,Nueva semanal,,
29041,2802,2802,Nueva semanal,,
29042,2803,2803,Nueva semanal,,
29043,2804,2804,Nueva semanal,,
29044,2805,2805,Nueva semanal,,
29045,2806,2806,Nueva semanal,,
29046,2807,2807,Nueva semanal,,
29047,2808,2808,Nueva semanal,,
29048,2809,2809,Nueva semanal,,
29049,2810,2810,Nueva semanal,,
29050,2811,2811,Nueva semanal,,
29051,2812,2812,Nueva semanal,,
29052,2813,2813,Nueva semanal,,
29053,2814,2814,Nueva semanal,,
29054,2815,2815,Nueva semanal,,
29055,2816,2816,Nueva semanal,,
29056,2817,2817,Nueva semanal,,
29057,2818,2818,Nueva semanal,,
29058,2819,2819,Nueva semanal,,
29059,2820,2820,Nueva semanal,,
29060,2821,2821,Nueva semanal,,
29061,2822,2822,Nueva semanal,,
29062,2823,2823,Nueva semanal,,
29063,2824,2824,Nueva semanal,,
29064,2825,2825,Nueva semanal,,
29065,2826,2826,Nueva semanal,,
29066,2827,2827,Nueva semanal,,
29067,2828,2828,Nueva semanal,,
29068,2829,2829,Nueva semanal,,
29464,2830,2830,Nueva semanal,,
29466,2831,2831,Nueva semanal,,
29468,2832,2832,Nueva semanal,,
29470,2833,2833,Nueva semanal,,
29472,2834,2834,Nueva semanal,,
29474,2835,2835,Nueva semanal,,
29476,2836,2836,Nueva semanal,,
29478,2837,2837,Nueva semanal,,
29480,2838,2838,Nueva semanal,,
29482,2839,2839,Nueva semanal,,
29484,2840,2840,Nueva semanal,,
29486,2841,2841,Nueva semanal,,
29488,2842,2842,Nueva semanal,,
29490,2843,2843,Nueva semanal,,
29492,2844,2844,Nueva semanal,,
29494,2845,2845,Nueva semanal,,
29496,2846,2846,Nueva semanal,,
29498,2847,2847,Nueva semanal,,
29500,2848,2848,Nueva semanal,,
29502,2849,2849,Nueva semanal,,
29504,2850,2850,Nueva semanal,,
29506,2851,2851,Nueva semanal,,
29508,2852,2852,Nueva semanal,,
29510,2853,2853,Nueva semanal,,
29511,2854,2854,Nueva semanal,,
29513,2855,2855,Nueva semanal,,
29515,2856,2856,Nueva semanal,,
29517,2857,2857,Nueva semanal,,
29519,2858,2858,Nueva semanal,,
29521,2859,2859,Nueva semanal,,
29523,2860,2860,Nueva semanal,,
29525,2861,2861,Nueva semanal,,
29527,2862,2862,Nueva semanal,,
29529,2863,2863,Nueva semanal,,
29531,2864,2864,Nueva semanal,,
29533,2865,2865,Nueva semanal,,
29535,2866,2866,Nueva semanal,,
29537,2867,2867,Nueva semanal,,
29539,2868,2868,Nueva semanal,,
29541,2869,2869,Nueva semanal,,
29543,2870,2870,Nueva semanal,,
29546,2871,2871,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
29548,2872,2872,Nueva semanal,,
29550,2873,2873,Nueva semanal,,
29552,2874,2874,Nueva semanal,,
29553,2875,2875,Nueva semanal,,
29555,2876,2876,Nueva semanal,,
29557,2877,2877,Nueva semanal,,
29559,2878,2878,Nueva semanal,,
29561,2879,2879,Nueva semanal,,
29564,2880,2880,Nueva semanal,,
29566,2881,2881,Nueva semanal,,
29567,2882,2882,Nueva semanal,,
29569,2883,2883,Nueva semanal,,
29571,2884,2884,Nueva semanal,,
29574,2885,2885,Nueva semanal,,
29575,2886,2886,Nueva semanal,,
29577,2887,2887,Nueva semanal,,
29579,2888,2888,Nueva semanal,,
29581,2889,2889,Nueva semanal,,
29583,2890,2890,Nueva semanal,,
29585,2891,2891,Nueva semanal,,
29587,2892,2892,Nueva semanal,,
29589,2893,2893,Nueva semanal,,
29591,2894,2894,Nueva semanal,,
29593,2895,2895,Nueva semanal,,
29595,2896,2896,Nueva semanal,,
29597,2897,2897,Nueva semanal,,
29599,2898,2898,Nueva semanal,,
29601,2899,2899,Nueva semanal,,
29604,2900,2900,Nueva semanal,,
29605,2901,2901,Nueva semanal,,
29608,2902,2902,Nueva semanal,,
29610,2903,2903,Nueva semanal,,
29612,2904,2904,Nueva semanal,,
29614,2905,2905,Nueva semanal,,
29616,2906,2906,Nueva semanal,,
29618,2907,2907,Nueva semanal,,
29620,2908,2908,Nueva semanal,,
29622,2909,2909,Nueva semanal,,
29624,2910,2910,Nueva semanal,,
29626,2911,2911,Nueva semanal,,
29628,2912,2912,Nueva semanal,,
29630,2913,2913,Nueva semanal,,
29632,2914,2914,Nueva semanal,,
29634,2915,2915,Nueva semanal,,
29636,2916,2916,Nueva semanal,,
29638,2917,2917,Nueva semanal,,
29640,2918,2918,Nueva semanal,,
29642,2919,2919,Nueva semanal,,
29644,2920,2920,Nueva semanal,,
29646,2921,2921,Nueva semanal,,
29648,2922,2922,Nueva semanal,,
29650,2923,2923,Nueva semanal,,
29652,2924,2924,Nueva semanal,,
29654,2925,2925,Nueva semanal,,
29656,2926,2926,Nueva semanal,,
29658,2927,2927,Nueva semanal,,
29660,2928,2928,Nueva semanal,,
29662,2929,2929,Nueva semanal,,
29664,2930,2930,Nueva semanal,,
29667,2931,2931,Nueva semanal,,
29669,2932,2932,Nueva semanal,,
29671,2933,2933,Nueva semanal,,
29673,2934,2934,Nueva semanal,,
29675,2935,2935,Nueva semanal,,
29677,2936,2936,Nueva semanal,,
29679,2937,2937,Nueva semanal,,
29681,2938,2938,Nueva semanal,,
29683,2939,2939,Nueva semanal,,
29685,2940,2940,Nueva semanal,,
29687,2941,2941,Nueva semanal,,
29689,2942,2942,Nueva semanal,,
29691,2943,2943,Nueva semanal,,
29693,2944,2944,Nueva semanal,,
29695,2945,2945,Nueva semanal,,
29697,2946,2946,Nueva semanal,,
29699,2947,2947,Nueva semanal,,
29701,2948,2948,Nueva semanal,,
29703,2949,2949,Nueva semanal,,
29705,2950,2950,Nueva semanal,,
29707,2951,2951,Nueva semanal,,
29709,2952,2952,Nueva semanal,,
29711,2953,2953,Nueva semanal,,
29713,2954,2954,Nueva semanal,,
29715,2955,2955,Nueva semanal,,
29717,2956,2956,Nueva semanal,,
29719,2957,2957,Nueva semanal,,
29721,2958,2958,Nueva semanal,,
29723,2959,2959,Nueva semanal,,
29725,2960,2960,Nueva semanal,,
29726,2961,2961,Nueva semanal,,
29728,2962,2962,Nueva semanal,,
29730,2963,2963,Nueva semanal,,
29732,2964,2964,Nueva semanal,,
29734,2965,2965,Nueva semanal,,
29737,2966,2966,Nueva semanal,,
29739,2967,2967,Nueva semanal,,
29740,2968,2968,Nueva semanal,,
29743,2969,2969,Nueva semanal,,
29744,2970,2970,Nueva semanal,,
,Curva de Rendimiento Soberana Total,Curva de Rendimiento Soberana Total,Nueva semanal,,
29747,2971,2971,Nueva semanal,,
29749,2972,2972,Nueva semanal,,
29751,2973,2973,Nueva semanal,,
29753,2974,2974,Nueva semanal,,
29755,2975,2975,Nueva semanal,,
29756,2976,2976,Nueva semanal,,
29758,2977,2977,Nueva semanal,,
29760,2978,2978,Nueva semanal,,
29762,2979,2979,Nueva semanal,,
29764,2980,2980,Nueva semanal,,
29766,2981,2981,Nueva semanal,,
29768,2982,2982,Nueva semanal,,
29771,2983,2983,Nueva semanal,,
29773,2984,2984,Nueva semanal,,
29775,2985,2985,Nueva semanal,,
29777,2986,2986,Nueva semanal,,
29779,2987,2987,Nueva semanal,,
29781,2988,2988,Nueva semanal,,
29783,2989,2989,Nueva semanal,,
29785,2990,2990,Nueva semanal,,
29787,2991,2991,Nueva semanal,,
29789,2992,2992,Nueva semanal,,
29791,2993,2993,Nueva semanal,,
29793,2994,2994,Nueva semanal,,
29795,2995,2995,Nueva semanal,,
29797,2996,2996,Nueva semanal,,
29799,2997,2997,Nueva semanal,,
29801,2998,2998,Nueva semanal,,
29803,2999,2999,Nueva semanal,,
29805,3000,3000,Nueva semanal,,
29807,3001,3001,Nueva semanal,,
29809,3002,3002,Nueva semanal,,
29811,3003,3003,Nueva semanal,,
29813,3004,3004,Nueva semanal,,
29815,3005,3005,Nueva semanal,,
29817,3006,3006,Nueva semanal,,
29819,3007,3007,Nueva semanal,,
29821,3008,3008,Nueva semanal,,
29823,3009,3009,Nueva semanal,,
29825,3010,3010,Nueva semanal,,
29827,3011,3011,Nueva semanal,,
29829,3012,3012,Nueva semanal,,
29831,3013,3013,Nueva semanal,,
29833,3014,3014,Nueva semanal,,
29835,3015,3015,Nueva semanal,,
29837,3016,3016,Nueva semanal,,
29839,3017,3017,Nueva semanal,,
29841,3018,3018,Nueva semanal,,
29843,3019,3019,Nueva semanal,,
29845,3020,3020,Nueva semanal,,
29847,3021,3021,Nueva semanal,,
